ID,Category
248243,DEF
124375,FWD
230360,DEF
230406,FWD
231691,GK
234236,FWD
234835,DEF
219733,FWD
222943,FWD
224069,FWD
224490,DEF
225711,DEF
210537,FWD
200529,FWD
202024,DEF
202325,DEF
186537,FWD
187936,DEF
190813,FWD
192045,DEF
193061,FWD
143001,FWD
165109,DEF
172114,FWD
173221,FWD
173208,DEF
171897,DEF
172962,DEF
238227,FWD
240690,FWD
230371,DEF
230349,DEF
231521,FWD
230965,DEF
232487,DEF
231633,DEF
235619,FWD
234730,DEF
234833,GK
235945,GK
236496,DEF
224422,FWD
224394,FWD
225997,FWD
227890,FWD
228295,DEF
220287,FWD
221697,FWD
207664,FWD
220421,DEF
208004,DEF
210047,DEF
210897,DEF
212067,GK
212491,DEF
212602,DEF
213051,DEF
213135,FWD
200094,DEF
200215,DEF
201042,DEF
201377,DEF
202282,FWD
203487,DEF
204105,DEF
204341,DEF
193683,DEF
177600,GK
179605,FWD
177392,FWD
178415,DEF
186190,DEF
183899,FWD
188988,FWD
251691,FWD
251696,DEF
251412,FWD
251809,DEF
104389,GK
143121,FWD
146952,GK
238067,FWD
238160,DEF
239956,FWD
240471,DEF
241907,FWD
241049,DEF
242187,FWD
232670,FWD
232999,DEF
232905,FWD
234574,DEF
235073,GK
235149,DEF
235794,FWD
230208,DEF
230317,GK
230328,GK
230425,FWD
230457,DEF
230463,FWD
231102,FWD
225403,FWD
229624,FWD
220196,FWD
220710,FWD
221540,DEF
223710,FWD
223329,DEF
214977,DEF
215051,DEF
215270,FWD
215441,FWD
215689,FWD
206654,DEF
216350,DEF
207554,FWD
207807,FWD
216158,DEF
208045,FWD
208621,FWD
208787,FWD
210212,FWD
208509,DEF
210761,FWD
204277,DEF
204308,GK
205211,GK
204760,DEF
198513,GK
198861,DEF
199069,FWD
199580,DEF
199633,DEF
199935,DEF
200054,DEF
200316,GK
200677,DEF
200353,DEF
190765,FWD
190734,GK
191076,FWD
191687,DEF
192427,DEF
179527,FWD
182945,FWD
183714,FWD
185422,FWD
185431,FWD
157301,FWD
158133,FWD
158625,DEF
163264,GK
163301,GK
169595,DEF
251116,DEF
251221,DEF
251353,FWD
252371,FWD
251804,DEF
253272,GK
253385,FWD
241497,DEF
241707,DEF
242118,FWD
242656,GK
242816,FWD
243952,GK
236276,FWD
236311,FWD
236477,FWD
236817,DEF
238095,DEF
235997,DEF
231150,DEF
231410,FWD
231640,FWD
232938,DEF
233848,FWD
233500,FWD
228736,GK
229593,FWD
229804,FWD
229980,DEF
230213,DEF
230224,DEF
230250,DEF
230252,DEF
230336,DEF
224444,DEF
224520,FWD
225028,DEF
225363,FWD
225562,FWD
225475,DEF
225783,FWD
225863,DEF
225793,DEF
219814,DEF
220905,DEF
220746,FWD
221053,DEF
221919,FWD
220948,DEF
222429,DEF
215148,DEF
215251,GK
215443,FWD
211381,FWD
211706,DEF
212127,DEF
212269,DEF
212432,GK
208520,DEF
209620,DEF
209440,FWD
209781,DEF
209744,DEF
210281,DEF
210450,DEF
211107,DEF
211267,FWD
213951,GK
213991,DEF
216283,DEF
216320,DEF
218066,FWD
219455,FWD
223198,DEF
223885,GK
227222,DEF
224218,FWD
228236,DEF
228279,GK
230388,DEF
234045,FWD
234102,GK
235008,DEF
235944,FWD
239342,GK
246113,DEF
245322,DEF
134744,DEF
142902,GK
146963,DEF
146748,GK
147006,FWD
170597,GK
173474,DEF
172723,GK
176571,FWD
186905,FWD
189433,DEF
189712,DEF
198140,FWD
201505,DEF
202493,DEF
205407,FWD
205431,FWD
205566,DEF
206058,DEF
212204,DEF
212300,DEF
212623,FWD
216380,DEF
216549,FWD
216816,FWD
216939,GK
219244,GK
224151,FWD
224116,FWD
224540,FWD
229942,DEF
231786,FWD
232144,DEF
232223,DEF
232440,DEF
236045,DEF
237043,FWD
244316,GK
246960,FWD
244263,DEF
247030,FWD
247641,FWD
189250,FWD
176495,FWD
189423,DEF
190243,GK
190143,DEF
197756,FWD
199206,DEF
205364,DEF
205966,FWD
206493,DEF
207421,FWD
206304,DEF
207441,FWD
214947,DEF
215399,DEF
215639,FWD
222515,FWD
223627,FWD
228747,FWD
224371,FWD
229582,DEF
229773,DEF
230182,GK
230331,DEF
236593,FWD
244193,FWD
244778,FWD
245296,DEF
245158,FWD
246172,FWD
246646,GK
175254,FWD
194932,FWD
184703,FWD
178250,DEF
198230,DEF
199641,GK
207494,FWD
206590,FWD
208364,DEF
214766,DEF
215071,DEF
216435,DEF
218339,FWD
226221,DEF
228413,GK
228687,FWD
230212,DEF
236355,DEF
240709,DEF
140233,GK
159145,FWD
171791,DEF
175379,FWD
189505,FWD
189682,DEF
189881,DEF
202935,DEF
204884,DEF
203747,DEF
204538,FWD
205923,DEF
206545,FWD
213956,FWD
216145,DEF
216194,DEF
216531,FWD
226456,FWD
226851,DEF
237942,DEF
238476,DEF
189271,DEF
185103,DEF
184941,FWD
200724,DEF
200726,GK
189690,GK
210455,DEF
211241,DEF
213516,FWD
216475,FWD
230938,DEF
245305,FWD
245309,DEF
245313,FWD
164835,GK
221363,FWD
221992,FWD
226166,DEF
247263,DEF
220834,FWD
224232,DEF
177413,DEF
182493,DEF
207410,FWD
208421,FWD
211256,DEF
225850,DEF
228618,DEF
226161,DEF
239818,DEF
231478,FWD
188567,FWD
235243,DEF
176580,FWD
177003,FWD
183898,FWD
211110,FWD
188545,FWD
216352,DEF
202556,FWD
239053,DEF
242444,FWD
41236,FWD
231443,FWD
195859,FWD
194404,GK
193698,GK
168651,DEF
162347,FWD
208450,FWD
208375,GK
207790,DEF
213666,FWD
207683,GK
213654,DEF
205409,GK
206098,DEF
205402,FWD
205989,DEF
207562,FWD
201303,FWD
200759,DEF
201860,DEF
201862,DEF
202429,DEF
203067,DEF
204713,FWD
205343,DEF
193133,DEF
194728,FWD
194957,DEF
195668,GK
196934,FWD
198653,GK
190547,DEF
190607,FWD
191180,FWD
181318,DEF
182495,DEF
183129,DEF
183376,DEF
183497,GK
183569,FWD
183895,FWD
185174,DEF
185195,FWD
251528,DEF
251410,DEF
251712,GK
149185,DEF
152912,FWD
153048,FWD
153275,GK
243245,FWD
243780,FWD
244206,DEF
244385,GK
244393,DEF
237604,DEF
239795,FWD
239808,DEF
239872,DEF
239978,FWD
235183,GK
235454,DEF
235688,DEF
235866,FWD
235883,DEF
236245,FWD
236393,FWD
231414,FWD
232709,FWD
233061,FWD
233267,GK
233791,GK
233113,FWD
230240,DEF
230255,DEF
230353,DEF
230339,DEF
230361,DEF
230422,DEF
230468,FWD
227394,FWD
227647,DEF
228729,DEF
229221,DEF
230021,DEF
225144,FWD
225182,FWD
225252,DEF
225591,FWD
225647,GK
225653,FWD
225719,FWD
225859,DEF
220782,DEF
220901,GK
222461,FWD
222514,GK
221354,DEF
223154,DEF
223138,DEF
223334,FWD
223570,DEF
223608,FWD
215892,DEF
216247,DEF
216385,DEF
216742,DEF
216814,FWD
216813,DEF
219087,DEF
219536,FWD
212449,DEF
212715,FWD
213242,DEF
214350,FWD
214436,DEF
214665,FWD
208919,FWD
208737,FWD
209827,FWD
210438,FWD
210423,FWD
211461,FWD
208449,DEF
205990,DEF
205995,DEF
206198,DEF
206114,FWD
202848,FWD
204355,DEF
204493,FWD
204497,FWD
200228,DEF
200826,FWD
201046,FWD
190653,FWD
192129,GK
192091,DEF
192146,DEF
192445,FWD
192565,FWD
186589,DEF
188879,DEF
189410,FWD
176794,FWD
178322,DEF
178416,FWD
178625,DEF
182168,DEF
182184,DEF
137494,FWD
139860,DEF
182629,GK
182744,DEF
184252,FWD
189461,FWD
190034,DEF
189725,FWD
194904,GK
194761,FWD
194359,DEF
195586,FWD
204977,DEF
205360,FWD
205427,FWD
208001,DEF
208250,FWD
212232,FWD
215123,GK
212260,FWD
219571,FWD
215798,DEF
220172,DEF
220715,FWD
220763,FWD
224030,FWD
224258,DEF
226382,DEF
226376,FWD
226414,FWD
226537,FWD
230198,DEF
230507,FWD
231108,DEF
230829,DEF
230529,DEF
234573,DEF
234774,DEF
234789,DEF
236498,FWD
236537,DEF
241509,FWD
246708,FWD
178091,FWD
165769,GK
178255,DEF
179591,FWD
179752,FWD
180808,DEF
179783,GK
181271,FWD
186351,FWD
186551,DEF
186648,DEF
188253,DEF
188770,FWD
192546,DEF
192665,GK
192667,DEF
199386,FWD
200519,DEF
200630,FWD
167753,FWD
164082,DEF
161754,DEF
158856,DEF
125871,DEF
199767,FWD
199313,DEF
198760,FWD
198200,DEF
196942,DEF
175932,DEF
175895,FWD
172287,DEF
246069,DEF
246420,FWD
246836,DEF
246870,DEF
247802,DEF
248820,DEF
241130,FWD
241569,DEF
241769,GK
241981,DEF
241976,GK
242392,DEF
243055,FWD
243388,DEF
236998,DEF
237629,DEF
237595,DEF
238194,FWD
238988,DEF
234819,FWD
234824,FWD
235526,GK
235658,DEF
236075,DEF
236076,DEF
236298,GK
231044,DEF
231207,DEF
231292,DEF
231445,FWD
231627,FWD
231838,DEF
232270,DEF
232869,DEF
230282,DEF
230333,DEF
230358,DEF
230411,FWD
230435,DEF
230445,FWD
230482,FWD
230487,FWD
230665,FWD
228182,GK
228349,DEF
228415,DEF
228892,DEF
229476,DEF
225668,FWD
225844,FWD
226517,FWD
226777,FWD
229636,FWD
220854,FWD
221001,FWD
221430,FWD
221908,FWD
221885,DEF
222951,GK
216199,DEF
216325,GK
216447,FWD
216481,DEF
216701,DEF
217605,FWD
214388,FWD
214369,FWD
214771,DEF
214955,DEF
211862,FWD
211879,FWD
212035,FWD
212456,FWD
212476,FWD
213017,DEF
213063,DEF
208440,DEF
208522,DEF
208622,FWD
209547,DEF
208892,DEF
209937,DEF
210259,FWD
210695,DEF
204496,DEF
205295,FWD
206006,DEF
206104,FWD
201136,DEF
201971,FWD
200463,GK
196150,FWD
198355,GK
198599,DEF
199131,DEF
199151,FWD
191388,FWD
192495,FWD
191628,GK
192841,FWD
192930,FWD
193186,GK
193201,DEF
193468,DEF
193549,DEF
193844,FWD
188802,DEF
188400,GK
189043,DEF
189303,FWD
189388,DEF
181573,DEF
189508,FWD
182859,DEF
182888,DEF
183540,FWD
185132,FWD
185427,GK
172018,DEF
172672,FWD
173178,GK
173857,GK
176619,FWD
177273,DEF
176942,DEF
177149,DEF
149184,DEF
162220,GK
163083,DEF
163261,DEF
162297,GK
163488,DEF
164959,DEF
252931,FWD
253157,DEF
253170,DEF
253946,FWD
255687,DEF
257821,FWD
258208,FWD
244863,FWD
245021,DEF
241496,FWD
241607,FWD
241635,FWD
242577,FWD
239322,DEF
239671,FWD
240095,DEF
240332,FWD
236524,DEF
236556,FWD
236696,FWD
237109,DEF
237161,FWD
237122,DEF
237211,DEF
233732,FWD
233730,FWD
234577,GK
231628,FWD
231749,DEF
231985,DEF
232163,FWD
232358,DEF
232510,DEF
232514,FWD
232546,FWD
232498,FWD
232655,DEF
230369,DEF
230420,FWD
230441,DEF
230464,FWD
230501,FWD
230503,FWD
229631,FWD
229595,FWD
230074,DEF
227706,DEF
227939,FWD
228231,GK
224508,FWD
224524,DEF
224537,DEF
224763,DEF
222160,DEF
222464,GK
222204,FWD
222553,DEF
222537,FWD
222844,FWD
222982,DEF
223033,DEF
218745,FWD
219293,DEF
219411,FWD
219911,DEF
220876,FWD
220048,GK
220739,FWD
214983,GK
215079,DEF
215157,DEF
215334,FWD
212618,FWD
212933,FWD
213620,FWD
209780,FWD
210129,DEF
210313,FWD
211231,DEF
206219,DEF
206222,DEF
206606,FWD
206550,FWD
207454,FWD
202678,DEF
202994,FWD
202746,DEF
203038,FWD
203128,DEF
203751,DEF
203884,DEF
204193,DEF
204233,FWD
204247,FWD
204771,DEF
205081,FWD
200429,FWD
201093,FWD
201368,FWD
197786,DEF
198128,FWD
198348,FWD
198455,DEF
198617,FWD
199000,DEF
198350,GK
192242,DEF
192567,DEF
192732,DEF
193584,FWD
194063,DEF
189930,DEF
190593,FWD
184626,DEF
184501,DEF
186140,FWD
176630,GK
177299,GK
179551,FWD
180359,DEF
181404,DEF
182959,GK
183249,FWD
140498,GK
158800,DEF
162221,DEF
253537,DEF
255578,FWD
247072,GK
247450,FWD
247827,GK
248003,DEF
251503,GK
251292,GK
248095,DEF
246728,FWD
251181,DEF
243526,DEF
244068,DEF
244272,DEF
244625,DEF
244582,FWD
242162,FWD
240730,FWD
240875,FWD
241159,DEF
241166,GK
241720,FWD
241406,DEF
241823,DEF
241937,DEF
242530,FWD
238507,DEF
238637,FWD
239041,FWD
239048,FWD
239645,DEF
239810,DEF
239845,DEF
235623,FWD
235717,FWD
235983,DEF
235781,DEF
236213,FWD
236267,DEF
236303,DEF
233977,GK
234100,DEF
234333,FWD
234203,GK
234195,DEF
234457,DEF
234624,DEF
232255,FWD
232459,DEF
232517,FWD
232898,FWD
233231,FWD
230315,GK
230342,DEF
230484,FWD
230855,DEF
228804,DEF
229091,GK
229260,FWD
229321,FWD
229453,FWD
229360,DEF
229541,GK
229628,DEF
229606,GK
230117,GK
225206,DEF
225682,DEF
225995,DEF
226583,DEF
226604,FWD
226697,FWD
227550,DEF
222521,DEF
222825,FWD
223054,FWD
223159,DEF
223188,DEF
223212,FWD
219652,FWD
219740,FWD
220058,GK
220529,DEF
220466,DEF
220609,DEF
221553,FWD
221488,DEF
215556,DEF
216229,FWD
216520,DEF
217082,DEF
217168,DEF
217242,FWD
213613,FWD
213777,DEF
213871,FWD
214096,FWD
211489,FWD
212244,DEF
212282,DEF
212321,DEF
213000,DEF
209061,FWD
209695,FWD
210112,FWD
210118,DEF
210214,FWD
209839,DEF
210263,FWD
210374,DEF
205340,DEF
205630,DEF
205812,GK
206022,DEF
206171,DEF
206427,DEF
206436,FWD
202101,FWD
203590,DEF
203668,FWD
202905,FWD
203725,FWD
199982,DEF
200108,DEF
200278,DEF
200778,DEF
201509,DEF
199960,FWD
196935,DEF
198138,DEF
198218,FWD
198352,DEF
198474,DEF
198489,FWD
198553,DEF
198783,FWD
191625,FWD
192026,DEF
192373,FWD
192778,FWD
192922,GK
193182,GK
193185,DEF
193264,DEF
187205,DEF
188538,DEF
188871,FWD
189300,DEF
189207,FWD
189530,DEF
178571,GK
179565,FWD
181123,FWD
181262,DEF
181795,DEF
182343,FWD
182270,GK
184154,FWD
158221,DEF
165526,DEF
167669,FWD
172233,DEF
172553,GK
3467,FWD
115909,FWD
253073,DEF
253245,DEF
253587,DEF
254891,DEF
254660,FWD
247671,DEF
248573,FWD
248866,DEF
250797,GK
245157,FWD
245235,DEF
245437,FWD
245543,FWD
246033,DEF
242633,DEF
242776,DEF
242835,DEF
243392,FWD
243497,DEF
243350,DEF
243792,FWD
244205,FWD
244238,DEF
241004,DEF
240982,DEF
241568,FWD
241629,DEF
239096,DEF
239250,FWD
239669,FWD
239641,DEF
239747,FWD
239945,GK
237429,DEF
237512,FWD
237582,DEF
237840,FWD
235673,DEF
235852,FWD
238504,FWD
240131,FWD
240282,DEF
238839,FWD
240926,DEF
242238,DEF
242294,DEF
242372,FWD
242450,DEF
242494,FWD
244271,DEF
244472,DEF
246696,DEF
246949,FWD
247361,FWD
251450,DEF
251681,DEF
252541,DEF
255000,FWD
256970,FWD
258333,DEF
258478,DEF
142966,FWD
142762,DEF
143598,GK
143587,FWD
144200,DEF
184716,DEF
185010,DEF
185204,DEF
186556,FWD
186296,DEF
186598,DEF
190982,FWD
190738,FWD
191333,DEF
191079,DEF
193794,FWD
193862,DEF
193900,DEF
194077,DEF
194079,FWD
194934,GK
199157,DEF
199282,DEF
199387,FWD
201528,DEF
199288,DEF
203889,FWD
204215,DEF
201938,DEF
204352,DEF
204401,DEF
204549,GK
206577,FWD
207507,FWD
207645,FWD
208424,FWD
211068,FWD
211272,DEF
213439,FWD
215070,DEF
215155,DEF
215391,DEF
215410,DEF
215417,GK
217826,DEF
221793,FWD
221990,DEF
221931,FWD
221994,DEF
224104,DEF
224019,DEF
228151,DEF
228650,FWD
228518,DEF
230278,FWD
230964,FWD
231823,DEF
233260,FWD
233292,DEF
233585,FWD
233606,FWD
234889,FWD
234933,DEF
234875,FWD
235432,DEF
235290,DEF
236764,DEF
237209,DEF
237540,FWD
239910,FWD
240526,FWD
240661,FWD
245520,FWD
246423,FWD
251847,DEF
252042,FWD
258262,FWD
260314,DEF
259816,FWD
164484,GK
170159,DEF
172937,FWD
183389,FWD
172960,FWD
183556,DEF
183568,DEF
183909,FWD
187601,GK
188000,DEF
190919,FWD
192156,DEF
194665,DEF
195671,FWD
196801,DEF
196952,DEF
197777,DEF
199231,DEF
199413,FWD
199669,DEF
199689,FWD
202002,DEF
202410,GK
202539,FWD
205347,DEF
205215,DEF
207876,DEF
207928,FWD
208700,FWD
211818,FWD
212226,FWD
214207,FWD
214838,DEF
214772,DEF
215569,DEF
215703,DEF
216793,FWD
217620,DEF
217852,FWD
221587,FWD
221323,DEF
223136,DEF
223143,DEF
223208,FWD
223682,DEF
223717,DEF
223756,DEF
223978,FWD
226085,GK
226203,DEF
228717,FWD
226356,DEF
228861,FWD
229011,DEF
229155,DEF
229188,FWD
229179,FWD
230222,DEF
230263,FWD
230272,FWD
230277,FWD
230322,DEF
230988,FWD
231138,FWD
232775,FWD
233219,DEF
234710,FWD
235036,DEF
235088,DEF
235055,DEF
237525,GK
237642,DEF
237973,FWD
244197,FWD
244269,DEF
244280,DEF
244628,FWD
244709,DEF
251693,FWD
251805,DEF
251718,DEF
258370,DEF
260248,FWD
261529,DEF
2147,GK
107298,GK
124635,DEF
143745,FWD
138699,DEF
169181,GK
169345,DEF
177280,DEF
178614,DEF
186614,FWD
186650,FWD
187132,DEF
187702,FWD
189946,DEF
190430,DEF
190535,FWD
190549,DEF
190761,DEF
191032,FWD
190915,FWD
195087,DEF
194996,FWD
195361,DEF
199602,FWD
199562,DEF
199912,FWD
202331,DEF
203886,DEF
203633,FWD
203888,DEF
207952,DEF
208120,FWD
208137,DEF
210814,DEF
210985,DEF
211348,GK
211672,FWD
213750,DEF
213868,DEF
213928,DEF
215553,FWD
215886,FWD
216033,GK
220702,DEF
223284,DEF
223654,DEF
224065,FWD
229682,DEF
230042,DEF
230084,FWD
230242,DEF
230850,DEF
233478,FWD
233982,DEF
234112,DEF
234178,DEF
234575,DEF
236515,GK
239580,DEF
239712,FWD
239717,DEF
240265,FWD
244426,FWD
241042,DEF
244591,DEF
244788,FWD
244789,FWD
245132,DEF
245535,DEF
252064,DEF
251701,DEF
177578,DEF
236164,FWD
236113,DEF
236046,GK
234873,DEF
224796,DEF
224718,DEF
172049,FWD
224510,FWD
233097,DEF
233978,DEF
234341,GK
230601,FWD
231530,FWD
231868,FWD
231652,FWD
232413,DEF
230107,DEF
230169,GK
230193,DEF
230194,DEF
227978,FWD
228206,DEF
228505,GK
228645,FWD
228761,FWD
228789,GK
229325,GK
225720,DEF
225974,DEF
226002,DEF
226260,DEF
224315,FWD
224376,DEF
224590,FWD
224655,GK
221737,DEF
221909,GK
222278,DEF
222562,GK
222634,FWD
222741,FWD
222959,FWD
217998,FWD
218660,FWD
219771,FWD
220075,DEF
220152,FWD
220509,DEF
220620,DEF
214965,FWD
214986,DEF
214990,DEF
215266,FWD
215321,DEF
215969,DEF
215970,DEF
212519,FWD
212608,DEF
212791,FWD
213433,DEF
213612,FWD
213490,FWD
214168,FWD
214158,DEF
214313,FWD
209987,GK
210404,FWD
210653,DEF
211004,DEF
211221,FWD
205584,DEF
205887,FWD
206626,FWD
203544,DEF
204370,FWD
202686,FWD
200698,GK
201266,FWD
201304,FWD
201447,FWD
202148,FWD
198113,DEF
198150,FWD
198312,FWD
198641,FWD
192012,DEF
192476,DEF
192660,FWD
193098,FWD
189167,DEF
189661,FWD
183644,FWD
183982,FWD
184290,FWD
184417,DEF
184220,FWD
186405,FWD
175608,DEF
177390,FWD
177482,DEF
177481,DEF
179547,GK
179633,DEF
180409,DEF
180739,GK
142499,DEF
142950,FWD
152993,DEF
163600,GK
255353,FWD
255529,FWD
256958,FWD
258350,FWD
258376,FWD
258590,FWD
252275,DEF
252360,DEF
252523,FWD
253251,DEF
253321,DEF
248777,DEF
248878,DEF
250835,FWD
250858,DEF
246562,DEF
246279,DEF
247076,DEF
247188,FWD
247156,DEF
244401,DEF
244605,FWD
244706,FWD
245148,FWD
245084,DEF
245253,DEF
245368,FWD
242335,DEF
242514,GK
242573,FWD
242629,DEF
242752,DEF
240439,DEF
240409,DEF
240743,FWD
240944,FWD
241171,DEF
241708,DEF
241746,DEF
239138,FWD
239306,DEF
239881,FWD
237075,FWD
237555,FWD
237600,FWD
234924,FWD
235103,FWD
235315,FWD
235840,GK
235893,FWD
233034,DEF
233329,DEF
233545,DEF
233996,DEF
232162,DEF
232512,FWD
232626,DEF
230196,DEF
230178,DEF
230205,DEF
230334,DEF
230489,FWD
230506,FWD
228838,DEF
229428,FWD
229448,FWD
229500,DEF
225877,GK
226286,FWD
226401,FWD
226442,DEF
227230,DEF
223779,FWD
223938,FWD
223962,DEF
224049,DEF
224067,DEF
224045,FWD
224198,DEF
224201,FWD
224841,DEF
224890,FWD
224344,FWD
225060,DEF
225310,DEF
225456,FWD
222900,GK
223030,FWD
223065,DEF
223128,FWD
219174,FWD
219860,DEF
220029,FWD
215570,DEF
215823,DEF
216155,FWD
216281,DEF
216351,DEF
216376,FWD
216712,DEF
213591,DEF
213030,DEF
213693,FWD
214376,DEF
214343,DEF
214606,GK
214835,FWD
211250,DEF
211363,DEF
211384,FWD
211398,GK
211703,FWD
212173,FWD
212223,FWD
212129,DEF
208613,FWD
208862,DEF
209372,FWD
209532,GK
208898,DEF
210028,DEF
210439,FWD
206310,DEF
206472,DEF
206538,DEF
207516,FWD
207763,DEF
203979,FWD
204084,DEF
204136,FWD
204227,FWD
204344,FWD
204242,FWD
204677,DEF
204652,DEF
204687,DEF
205054,DEF
201526,FWD
202076,DEF
202106,DEF
202113,DEF
202208,FWD
202271,FWD
198687,DEF
198726,FWD
198908,DEF
199526,GK
199769,DEF
200271,FWD
200424,FWD
193027,FWD
192938,FWD
193092,FWD
193250,DEF
193602,DEF
193772,GK
194082,FWD
194089,DEF
194171,FWD
195065,FWD
196316,GK
188674,FWD
189397,DEF
189558,DEF
189715,FWD
190093,DEF
190907,FWD
190671,DEF
190779,FWD
183743,GK
183781,DEF
183973,DEF
184480,FWD
184781,GK
184900,DEF
176389,GK
176542,FWD
176841,FWD
157515,DEF
167812,DEF
258648,DEF
258881,DEF
258958,FWD
259188,DEF
260652,FWD
260720,FWD
260823,FWD
260839,DEF
18115,DEF
254023,FWD
254628,DEF
255134,DEF
254822,DEF
255055,DEF
255256,DEF
255699,FWD
252091,FWD
252711,DEF
252930,DEF
252937,FWD
247793,DEF
248107,DEF
248870,DEF
248564,FWD
248149,DEF
250961,FWD
250997,DEF
245762,FWD
246169,FWD
246179,DEF
246350,GK
246806,GK
246826,DEF
246845,FWD
246787,FWD
244117,DEF
244135,DEF
244560,FWD
242217,DEF
242673,FWD
240342,FWD
240454,DEF
240507,FWD
240091,GK
240201,FWD
240964,DEF
241010,DEF
241064,DEF
238503,GK
238692,DEF
236822,DEF
237039,FWD
237409,FWD
237665,FWD
237745,DEF
237739,DEF
235561,FWD
235814,DEF
235890,DEF
235942,GK
234576,DEF
234646,GK
234762,DEF
234856,DEF
234877,GK
234945,DEF
234987,DEF
235021,FWD
235124,GK
232929,DEF
233050,DEF
233098,DEF
233178,FWD
233630,FWD
233812,DEF
230800,FWD
231073,GK
230835,FWD
231237,GK
231406,FWD
231753,DEF
231841,GK
231828,DEF
231878,GK
229147,DEF
229473,FWD
229277,DEF
229873,DEF
229891,DEF
229900,DEF
226416,DEF
226652,FWD
226793,DEF
227557,FWD
228221,GK
224438,FWD
224584,FWD
224604,DEF
224813,FWD
224891,DEF
225282,GK
225285,DEF
223566,DEF
223016,DEF
223045,DEF
223085,FWD
223332,FWD
223344,FWD
223594,DEF
221024,DEF
220965,FWD
221271,DEF
220837,DEF
221313,FWD
221350,FWD
221820,FWD
221893,DEF
220302,DEF
218343,FWD
218880,DEF
219558,FWD
219808,FWD
214727,FWD
214650,DEF
215097,GK
215292,FWD
215376,DEF
211955,DEF
212420,DEF
